first_name,second_name,team,element_type,price,total_points,goals_scored,assists,clean_sheets,minutes,form,ict_index,goals_conceded,saves,bonus,selected_by_percent,points_per_game,expected_goals,expected_assists
Pascal,Struijk,11,2,4.2,108,0,1,7,2935,0.8,113.1,48,0,4,1.9,3.2,3.06,0.76
Jaka,Bijol,11,2,3.9,99,1,3,5,1888,4.8,86.0,26,0,6,1.3,4.0,0.90,0.75
Sebastiaan,Bornauw,11,2,3.8,25,0,0,2,429,2.0,12.2,5,0,0,0.1,2.1,0.20,0.01
Sam,Byram,11,2,3.7,2,0,0,0,8,0.2,0.5,1,0,0,0.4,1.0,0.00,0.00
Gabriel,Gudmundsson,11,2,3.8,68,0,0,5,2637,0.0,96.4,45,0,8,2.5,2.1,1.10,2.89
Joe,Rodon,11,2,3.9,109,2,0,6,2952,2.2,109.1,53,0,5,3.0,3.1,1.40,0.56
Isaac,Schmidt,11,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Brenden,Aaronson,11,3,5.4,126,4,8,9,2449,1.2,146.7,32,0,5,0.8,3.4,4.53,3.60
Wilfried,Gnonto,11,3,5.1,32,0,3,1,521,1.0,27.5,14,0,0,0.1,1.4,0.40,0.77
Jack,Harrison,11,3,5.1,12,0,0,0,262,0.0,11.5,5,0,0,0.0,1.1,0.28,0.23
Daniel,James,11,3,5.2,23,0,0,1,547,1.2,33.9,16,0,0,0.1,1.2,0.91,0.71
Ethan,Ampadu,11,3,4.9,134,1,4,8,3119,4.2,114.7,49,0,11,0.6,3.8,2.47,2.20
Sam,Greenwood,11,3,4.9,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Ilia,Gruev,11,3,4.7,56,0,4,5,1318,0.0,43.2,23,0,3,0.1,2.4,0.49,0.86
Largie,Ramazani,11,3,4.9,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Tanaka,Ao,11,3,4.8,67,2,1,3,1307,4.0,63.6,22,0,4,0.2,2.4,1.44,1.39
Charlie,Crew,11,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Joe,Gelhardt,11,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Darko,Gyabi,11,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Joël,Piroe,11,4,4.9,17,0,0,1,244,0.5,16.5,9,0,0,0.3,1.1,0.90,0.13
Patrick,Bamford,11,4,4.9,0,0,0,0,0,0.0,0.0,0,0,0,0.3,0.0,0.00,0.00
Mateo,Joseph Fernández-Regatillo,11,4,5.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Lukas,Nmecha,11,4,5.0,73,6,1,3,1065,1.2,87.8,23,0,8,0.5,2.4,7.25,1.58
Sean,Longstaff,11,3,4.8,56,2,2,1,1003,0.8,81.2,20,0,5,0.2,2.4,1.23,1.87
Anton,Stach,11,3,4.8,137,5,6,7,2369,3.8,188.8,36,0,14,1.7,4.7,2.88,4.47
Lucas Estella,Perri,11,1,4.4,43,0,0,3,1440,0.0,32.2,29,38,3,0.3,2.7,0.00,0.00
Dominic,Calvert-Lewin,11,4,5.8,142,14,2,8,2721,5.5,194.7,34,0,20,13.7,4.1,15.57,1.06
Noah,Okafor,11,3,5.5,109,8,3,6,1553,2.5,115.0,26,0,11,0.9,3.9,5.25,1.32
James,Justin,11,2,4.0,94,2,1,6,1893,3.2,88.3,26,0,9,2.3,3.2,1.83,1.16
Harry,Gray,11,4,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Sam,Chambers,11,3,4.4,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Jayden,Lienou,11,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Rhys,Chadwick,11,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Alfie,Cresswell,11,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Alisson,Becker,12,1,5.4,91,0,0,8,2340,0.5,47.8,31,57,8,5.1,3.5,0.00,0.03
Giorgi,Mamardashvili,12,1,4.1,34,0,0,2,867,0.8,27.5,18,34,2,0.7,3.4,0.00,0.00
Ármin,Pécsi,12,1,3.8,0,0,0,0,0,0.0,0.0,0,0,0,0.9,0.0,0.00,0.00
Freddie,Woodman,12,1,3.9,6,0,0,0,212,0.5,8.4,4,9,0,0.3,2.0,0.00,0.00
Jeremie,Frimpong,12,2,5.7,63,0,5,5,1032,1.0,56.5,13,0,1,4.9,3.0,0.50,1.55
Milos,Kerkez,12,2,5.6,85,2,1,6,2251,1.0,99.4,37,0,4,2.9,2.5,1.50,0.69
Andrew,Robertson,12,2,5.7,55,1,0,4,1165,0.5,68.2,16,0,4,1.2,2.3,1.10,1.40
Virgil,van Dijk,12,2,6.1,175,6,1,10,3420,4.8,187.6,53,0,10,31.5,4.6,3.77,1.44
Ibrahima,Konaté,12,2,5.4,129,1,0,10,3090,1.0,106.1,45,0,8,3.8,3.6,1.19,0.98
Conor,Bradley,12,2,4.9,42,0,2,4,928,0.0,32.3,13,0,2,0.1,2.8,0.18,0.84
Joe,Gomez,12,2,4.9,33,0,2,2,594,0.2,23.2,14,0,2,0.2,1.6,0.28,0.64
Konstantinos,Tsimikas,12,2,4.8,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Amara,Nallo,12,2,3.7,0,0,0,0,0,0.0,0.0,0,0,0,0.9,0.0,0.00,0.00
Rhys,Williams,12,2,3.7,0,0,0,0,0,0.0,0.0,0,0,0,0.5,0.0,0.00,0.00
Calvin,Ramsay,12,2,3.7,0,0,0,0,0,0.0,0.0,0,0,0,0.3,0.0,0.00,0.00
Mohamed,Salah,12,3,14.0,123,7,7,7,2144,1.8,207.1,35,0,11,15.2,4.6,8.23,5.44
Florian,Wirtz,12,3,8.3,125,5,4,10,2374,1.0,210.0,32,0,17,8.5,3.8,6.83,5.14
Luis,Díaz Marulanda,12,3,8.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Cody,Gakpo,12,3,7.3,131,7,5,10,2736,3.0,208.4,39,0,5,5.6,3.6,8.35,4.67
Federico,Chiesa,12,3,6.3,37,2,1,0,317,0.8,34.9,9,0,0,0.3,1.4,1.45,0.61
Alexis,Mac Allister,12,3,6.1,108,2,5,7,2654,2.0,139.9,41,0,9,1.8,2.9,3.89,1.69
Dominik,Szoboszlai,12,3,7.1,160,6,7,9,3232,6.5,260.9,52,0,21,15.1,4.4,4.76,6.83
Curtis,Jones,12,3,5.4,81,1,3,3,1923,3.8,104.6,37,0,6,0.1,2.4,2.21,2.77
Ryan,Gravenberch,12,3,5.4,144,5,5,9,2991,4.0,140.1,42,0,17,3.7,4.0,1.89,2.26
Endo,Wataru,12,3,4.9,12,0,1,1,170,0.0,8.0,5,0,0,0.1,1.5,0.04,0.05
Stefan,Bajčetić Maquieira,12,3,4.2,0,0,0,0,0,0.0,0.0,0,0,0,0.2,0.0,0.00,0.00
James,McConnell,12,3,4.4,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Tyler,Morton,12,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Trey,Nyoni,12,3,4.3,6,0,0,0,21,0.2,2.1,1,0,0,0.3,1.0,0.37,0.02
Darwin,Núñez Ribeiro,12,4,6.5,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Jayden,Danns,12,4,4.3,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Alexander,Isak,12,4,10.3,41,3,1,1,694,0.2,36.9,9,0,4,3.8,2.9,2.59,0.08
Hugo,Ekitiké,12,4,9.0,125,11,4,7,1797,0.0,156.2,25,0,22,15.7,4.5,10.10,2.45
Rio,Ngumoha,12,3,4.3,43,2,1,2,547,2.8,60.1,12,0,4,1.4,2.3,1.34,2.01
Giovanni,Leoni,12,2,4.9,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Kieran,Morrison,12,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Wellity,Lucky,12,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Will,Wright,12,4,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Talla,Ndiaye,12,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Antoine,Semenyo,13,3,8.0,202,17,6,12,3200,4.2,257.7,52,0,18,46.2,5.5,11.10,3.12
James,Trafford,13,1,4.5,13,0,0,1,360,0.4,11.9,6,14,0,0.9,3.2,0.00,0.00
Marc,Guéhi,13,2,5.1,179,3,5,14,3150,4.2,160.9,35,0,14,32.6,5.1,4.05,2.37
Ederson,Santana de Moraes,13,1,5.3,0,0,0,0,0,0.0,0.0,0,0,0,0.8,0.0,0.00,0.00
Marcus,Bettinelli,13,1,3.8,0,0,0,0,0,0.0,0.0,0,0,0,0.4,0.0,0.00,0.00
Rayan,Aït-Nouri,13,2,5.7,60,0,2,5,971,1.4,50.2,8,0,9,4.1,3.5,0.53,2.01
Joško,Gvardiol,13,2,5.8,79,2,2,6,1370,0.4,69.8,13,0,5,3.2,4.4,2.25,0.70
Manuel,Akanji,13,2,5.4,0,0,0,0,0,0.0,0.0,0,0,0,0.3,0.0,0.00,0.00
Nathan,Aké,13,2,5.2,36,0,0,3,686,1.6,32.4,9,0,1,0.6,2.0,0.72,0.53
Abdukodir,Khusanov,13,2,5.4,67,0,0,6,1427,2.2,43.9,13,0,3,0.7,3.2,0.65,1.21
Matheus,Nunes,13,2,5.3,154,1,8,12,2861,1.8,137.6,28,0,16,2.9,4.5,0.34,2.23
Rúben,dos Santos Gato Alves Dias,13,2,5.5,113,2,0,12,2139,0.2,81.0,22,0,4,3.1,4.3,0.57,0.65
John,Stones,13,2,5.4,16,0,0,1,436,0.8,13.0,10,0,0,0.6,1.8,0.00,0.09
Rico,Lewis,13,2,4.6,19,0,1,1,401,0.0,23.8,7,0,2,1.2,1.7,0.19,1.39
Nico,O'Reilly,13,2,5.3,160,5,4,14,2643,1.6,164.1,25,0,10,19.2,4.7,6.12,2.67
Vitor,de Oliveira Nunes dos Reis,13,2,5.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Omar,Marmoush,13,3,8.3,56,3,3,4,691,3.2,64.4,5,0,5,2.9,2.7,2.78,0.77
Phil,Foden,13,3,8.0,131,7,5,11,2078,3.4,201.9,19,0,13,7.8,4.0,6.03,4.76
Sávio,Moreira de Oliveira,13,3,6.9,43,1,2,3,817,2.6,65.8,7,0,1,0.4,1.8,2.50,1.59
Bernardo,Mota Veiga de Carvalho e Silva,13,3,6.2,102,2,4,13,2869,2.2,167.8,30,0,4,0.7,2.7,2.71,4.11
Rayan,Cherki,13,3,6.5,135,4,13,8,1772,2.4,218.1,18,0,16,17.4,4.1,4.28,8.87
Jérémy,Doku,13,3,6.5,120,5,8,8,1773,6.0,202.5,18,0,15,6.6,4.0,2.87,5.86
İlkay,Gündoğan,13,3,6.3,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Rodrigo 'Rodri',Hernandez Cascante,13,3,6.3,69,1,1,5,1510,1.4,90.3,15,0,6,0.5,3.3,1.15,2.45
Mateo,Kovačić,13,3,5.8,9,0,1,0,125,1.4,11.5,3,0,0,0.0,1.5,0.13,0.42
Nico,González Iglesias,13,3,5.9,63,1,0,7,1561,1.2,61.5,18,0,1,0.1,2.5,0.68,1.12
Claudio,Echeverri,13,3,5.4,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Tijjani,Reijnders,13,3,5.0,92,5,3,7,1623,1.2,111.2,18,0,6,8.9,3.3,4.61,2.35
Sverre,Nypan,13,3,5.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Kalvin,Phillips,13,3,4.7,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Erling,Haaland,13,4,14.7,239,27,8,13,2953,5.4,302.3,32,0,43,62.5,6.8,25.50,2.67
Gianluigi,Donnarumma,13,1,5.6,135,0,0,15,3060,3.2,68.0,29,78,5,9.3,4.0,0.00,0.13
Divine,Mukasa,13,3,4.4,2,0,0,0,25,0.0,3.7,0,0,0,0.0,1.0,0.00,0.21
Stephen,Mfuni,13,2,3.9,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Ryan,McAidoo,13,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Charlie,Gray,13,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Reigan,Heskey,13,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Max,Alleyne,13,2,3.9,5,0,0,0,135,0.0,7.5,1,0,0,0.0,2.5,0.26,0.06
Bryan,Mbeumo,14,3,8.3,148,11,3,8,2611,4.8,231.4,37,0,16,15.0,4.5,11.98,4.99
Altay,Bayındır,14,1,4.7,11,0,0,0,540,0.0,12.8,11,13,0,0.3,1.8,0.00,0.05
André,Onana,14,1,4.9,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Elyh,Harrison,14,1,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Tom,Heaton,14,1,3.8,0,0,0,0,0,0.0,0.0,0,0,0,0.6,0.0,0.00,0.00
Dermot,Mee,14,1,3.9,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Matthijs,de Ligt,14,2,4.9,43,1,0,1,1170,0.0,45.7,20,0,5,1.8,3.3,1.38,0.83
Lisandro,Martínez,14,2,4.8,51,0,0,5,1229,3.8,42.0,15,0,3,0.4,2.8,0.15,0.60
Noussair,Mazraoui,14,2,4.9,53,0,0,5,977,4.2,36.8,10,0,6,0.3,2.6,0.19,0.35
Diego,León Blanco,14,2,4.1,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Diogo,Dalot Teixeira,14,2,4.5,111,1,6,7,2609,0.5,119.6,40,0,9,3.8,3.3,1.93,2.57
Patrick,Dorgu,14,2,4.1,95,4,4,4,1440,5.2,120.3,20,0,11,2.4,3.7,2.39,1.84
Harry,Maguire,14,2,4.4,90,1,2,7,1649,5.0,63.0,20,0,5,1.7,3.9,1.12,0.50
Luke,Shaw,14,2,4.5,113,1,1,10,3220,5.0,97.4,45,0,3,1.1,3.0,0.72,1.98
Leny,Yoro,14,2,4.1,56,0,1,2,1730,0.5,53.2,33,0,1,1.2,1.8,1.34,0.59
Harry,Amass,14,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Tyler,Fredricson,14,2,3.7,1,0,0,0,2,0.0,0.4,0,0,0,0.2,1.0,0.00,0.00
Ayden,Heaven,14,2,3.7,42,0,1,2,920,0.2,29.1,15,0,3,2.6,2.5,0.34,0.18
Tyrell,Malacia,14,2,3.7,3,0,0,0,15,0.2,0.9,1,0,0,0.6,1.0,0.00,0.00
Bruno,Borges Fernandes,14,3,10.4,235,9,24,7,3065,7.8,381.4,46,0,41,48.0,6.7,10.79,12.28
Matheus,Santos Carneiro da Cunha,14,3,8.1,143,10,4,8,2493,4.5,202.5,35,0,14,8.7,4.3,6.90,3.36
Marcus,Rashford,14,3,7.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Amad,Diallo,14,3,6.2,91,2,5,6,2339,3.2,163.5,33,0,7,1.3,2.8,5.46,4.74
Antony,dos Santos,14,3,5.9,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Mason,Mount,14,3,5.9,58,3,0,5,1010,2.5,58.0,15,0,3,0.3,2.5,1.56,1.62
Carlos Henrique,Casimiro,14,3,5.8,165,9,4,9,2575,1.2,202.8,32,0,20,3.8,4.9,5.44,3.17
Kobbie,Mainoo,14,3,4.7,73,1,2,6,1653,5.0,82.1,22,0,2,1.4,2.6,0.48,1.27
Manuel,Ugarte Ribeiro,14,3,4.7,38,0,0,1,876,0.0,29.8,23,0,0,0.1,1.7,0.72,0.16
Toby,Collyer,14,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Jayce,Fitzgerald,14,3,4.3,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Jack,Fletcher,14,3,4.3,3,0,0,0,107,0.0,4.8,0,0,0,0.1,1.0,0.03,0.02
Sékou,Koné,14,3,4.3,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Jack,Moorhouse,14,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Rasmus,Højlund,14,4,6.3,0,0,0,0,0,0.0,0.0,0,0,0,0.3,0.0,0.00,0.00
Joshua,Zirkzee,14,4,5.8,42,2,1,2,607,1.0,58.3,8,0,6,0.4,1.8,2.74,0.34
Chido,Obi,14,4,4.2,0,0,0,0,0,0.0,0.0,0,0,0,1.4,0.0,0.00,0.00
Ethan,Wheatley,14,4,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Benjamin,Sesko,14,4,7.2,111,11,2,2,1630,1.2,143.4,30,0,19,4.6,3.7,9.21,0.28
Senne,Lammens,14,1,5.1,109,0,0,8,2880,4.5,63.7,39,79,11,3.6,3.4,0.00,0.00
Shea,Lacey,14,3,4.5,3,0,0,0,40,0.2,1.7,0,0,0,0.0,1.0,0.10,0.01
Bendito,Mantato,14,3,4.5,1,0,0,0,15,0.0,1.4,0,0,0,0.0,1.0,0.00,0.01
Tyler,Fletcher,14,3,4.4,2,0,0,0,17,0.2,0.3,0,0,0,0.0,1.0,0.00,0.01
Godwill,Kukonki,14,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Jim,Thwaites,14,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Jacob,Ramsey,15,3,5.3,62,2,3,1,1441,4.5,79.9,31,0,3,0.3,2.2,1.20,1.45
Yoane,Wissa,15,4,7.3,27,1,1,1,517,1.2,25.5,11,0,0,0.6,1.4,3.13,0.54
Nick,Pope,15,1,5.0,96,0,1,7,2416,3.0,70.7,38,89,3,4.5,3.6,0.16,0.00
Mark,Gillespie,15,1,3.9,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Odysseas,Vlachodimos,15,1,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Lewis,Hall,15,2,5.3,79,1,2,4,2176,1.2,118.0,39,0,4,3.3,2.6,1.01,2.78
Fabian,Schär,15,2,5.2,51,0,0,4,1089,0.0,46.4,13,0,0,1.1,3.2,0.97,0.60
Sven,Botman,15,2,4.9,89,1,1,5,1834,3.8,87.4,27,0,6,0.5,3.6,1.73,0.86
Dan,Burn,15,2,5.0,93,1,3,6,2195,2.8,82.1,36,0,5,3.6,3.2,1.08,0.36
Tino,Livramento,15,2,4.9,59,0,1,6,1326,0.0,46.1,14,0,3,1.8,3.5,0.13,0.89
Kieran,Trippier,15,2,4.9,54,0,1,5,1586,0.8,79.0,27,0,2,1.4,2.6,0.08,2.06
Emil,Krafth,15,2,4.3,0,0,0,0,45,0.0,0.3,2,0,0,0.0,0.0,0.00,0.00
Jamaal,Lascelles,15,2,4.3,1,0,0,0,19,0.0,1.7,2,0,0,0.0,0.5,0.04,0.00
Alex,Murphy,15,2,3.8,2,0,0,0,7,0.2,1.3,1,0,0,0.7,1.0,0.00,0.00
Harrison,Ashby,15,2,3.9,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Miodrag,Pivaš,15,2,3.8,0,0,0,0,0,0.0,0.0,0,0,0,0.4,0.0,0.00,0.00
Matt,Targett,15,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Anthony,Gordon,15,3,7.2,101,6,4,8,1798,0.0,130.9,30,0,10,3.1,3.9,8.77,3.38
Anthony,Elanga,15,3,6.5,48,0,1,2,1302,0.5,57.8,28,0,0,2.6,1.5,1.65,1.74
Harvey,Barnes,15,3,6.1,106,7,1,5,1951,4.8,147.0,31,0,9,1.3,2.9,6.84,2.72
Bruno,Guimarães Rodriguez Moura,15,3,6.9,154,9,7,6,2456,4.2,202.9,37,0,22,6.5,5.3,5.59,4.96
Jacob,Murphy,15,3,5.9,82,3,2,8,1606,3.2,106.0,20,0,5,0.6,2.5,3.07,2.66
Joelinton Cássio,Apolinário de Lira,15,3,5.9,73,2,1,5,1950,1.5,95.0,27,0,2,0.3,2.7,2.36,1.35
Sandro,Tonali,15,3,5.3,81,0,2,7,2534,1.0,113.4,38,0,2,1.0,2.3,1.75,2.87
Antoñito,Cordero Campillo,15,3,4.9,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Joe,Willock,15,3,5.0,38,0,2,3,972,2.0,55.5,18,0,0,0.1,1.6,1.26,1.07
Isaac,Hayden,15,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Garang,Kuol,15,3,4.4,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Lewis,Miley,15,3,4.4,72,1,4,2,1493,0.5,73.0,22,0,5,1.7,3.1,1.36,2.10
Joe,White,15,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
William,Osula,15,4,5.5,76,7,1,2,805,6.5,62.2,14,0,13,2.1,3.2,4.28,0.62
Sean,Neave,15,4,4.3,1,0,0,0,13,0.2,0.5,1,0,0,0.3,1.0,0.03,0.00
Aaron,Ramsdale,15,1,4.8,25,0,0,1,1003,0.0,22.3,17,25,1,0.7,2.1,0.00,0.00
Malick,Thiaw,15,2,4.9,126,4,0,5,2963,1.8,138.9,52,0,12,4.7,3.6,4.80,0.96
Seung-Soo,Park,15,3,4.3,0,0,0,0,0,0.0,0.0,0,0,0,0.5,0.0,0.00,0.00
Nick,Woltemade,15,4,6.7,108,8,4,8,1896,3.0,117.5,29,0,12,6.5,3.3,6.59,1.53
John,Ruddy,15,1,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Leo,Shahar,15,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Sam,Alabi,15,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Oleksandr,Zinchenko,16,2,4.9,7,0,0,0,352,0.0,18.6,6,0,0,0.2,1.4,0.07,0.36
Stefan,Ortega Moreno,16,1,4.7,11,0,0,1,270,0.0,6.9,4,8,0,0.2,3.7,0.00,0.01
James,McAtee,16,3,5.0,17,0,1,0,288,2.0,17.3,9,0,0,0.1,1.2,0.18,0.37
Matz,Sels,16,1,4.6,105,0,0,7,2667,4.0,74.0,39,95,3,5.0,3.4,0.00,0.06
Carlos Miguel,dos Santos Pereira,16,1,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Matt,Turner,16,1,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Nikola,Milenković,16,2,5.1,119,0,1,9,3375,2.0,86.9,51,0,2,3.3,3.1,0.83,0.68
Murillo,Costa dos Santos,16,2,5.2,83,1,0,6,2130,0.0,74.0,29,0,3,1.8,3.3,0.73,0.47
Ola,Aina,16,2,4.7,67,0,2,6,1587,0.0,50.5,19,0,5,2.1,3.7,0.41,0.84
Neco,Williams,16,2,4.8,128,2,3,9,3203,1.5,175.6,48,0,15,4.2,3.5,2.01,3.97
David,Mota Veiga Teixeira do Carmo,16,2,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Jair,Paula da Cunha Filho,16,2,4.2,13,0,0,0,514,1.5,14.2,7,0,0,0.1,1.4,0.27,0.06
Felipe,Rodrigues da Silva,16,2,4.3,53,1,0,2,1340,4.0,50.5,23,0,1,0.1,2.5,1.32,0.15
Omar,Richards,16,2,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Zach,Abbott,16,2,3.8,3,0,0,0,165,0.2,3.2,4,0,0,0.2,1.0,0.00,0.01
Willy,Boly,16,2,3.8,0,0,0,0,0,0.0,0.0,0,0,0,0.3,0.0,0.00,0.00
