first_name,second_name,team,element_type,price,total_points,goals_scored,assists,clean_sheets,minutes,form,ict_index,goals_conceded,saves,bonus,selected_by_percent,points_per_game,expected_goals,expected_assists
Morgan,Gibbs-White,16,3,7.6,188,15,4,10,3101,5.0,242.5,45,0,18,9.2,5.1,10.81,2.91
Callum,Hudson-Odoi,16,3,5.7,88,3,4,6,1838,0.0,130.6,26,0,8,0.6,2.9,2.77,3.02
Elliot,Anderson,16,3,5.7,180,4,5,10,3332,6.8,219.0,50,0,16,9.4,4.7,2.94,4.79
João Pedro,Ferreira da Silva,16,3,5.4,1,0,0,0,11,0.0,1.0,0,0,0,0.0,1.0,0.00,0.00
Nicolás,Domínguez,16,3,5.0,48,1,1,3,1168,1.2,59.7,20,0,3,0.0,1.8,1.47,0.77
Lewis,O'Brien,16,3,5.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Ibrahim,Sangaré,16,3,4.9,89,2,2,8,2073,1.2,76.8,26,0,2,0.1,3.2,1.16,1.80
Ryan,Yates,16,3,4.7,30,0,2,0,602,1.2,27.2,7,0,0,0.1,1.4,0.49,0.37
Eric,da Silva Moreira,16,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Marko,Stamenić,16,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Chris,Wood,16,4,7.1,41,3,0,2,896,1.5,48.0,14,0,4,4.7,2.7,4.29,0.32
Igor Jesus,Maciel da Cruz,16,4,5.9,114,6,6,9,2293,2.5,136.4,37,0,13,2.4,3.1,6.48,1.26
Taiwo,Awoniyi,16,4,5.2,43,4,2,1,480,4.8,48.4,4,0,4,0.4,2.5,3.68,0.77
Dan,Ndoye,16,3,5.5,50,1,2,2,1167,0.0,56.6,17,0,4,0.7,2.1,1.05,1.51
Angus,Gunn,16,1,4.0,1,0,0,0,45,0.0,0.1,0,0,0,1.1,1.0,0.00,0.00
Omari,Hutchinson,16,3,5.4,82,1,7,6,1676,2.2,121.6,24,0,3,0.1,2.6,2.01,3.87
Arnaud,Kalimuendo,16,4,6.0,9,0,0,0,89,0.0,6.3,3,0,0,0.1,1.0,0.44,0.02
John Victor,Maciel Furtado,16,1,4.0,11,0,0,1,437,0.0,5.7,8,6,0,0.3,2.2,0.00,0.00
Nicolò,Savona,16,2,4.5,39,2,0,3,1025,0.0,43.5,18,0,0,0.0,2.8,1.34,0.45
Luis Eduardo,Soares da Silva,16,2,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Dilane,Bakwa,16,3,5.9,26,0,2,2,549,2.8,35.6,10,0,1,0.0,1.9,0.54,1.01
Lorenzo,Lucca,16,4,5.3,9,1,0,1,126,0.2,8.5,1,0,0,0.0,2.2,0.79,0.01
Luca,Netz,16,2,4.5,11,0,0,0,353,2.0,10.4,5,0,0,0.0,1.6,0.00,0.41
Archie,Whitehall,16,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Jimmy,Sinclair,16,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Lamin,Sillah,16,4,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Anthony,Patterson,17,1,4.2,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Simon,Moore,17,1,3.9,0,0,0,0,0,0.0,0.0,0,0,0,0.3,0.0,0.00,0.00
Blondy,Nna Noukeu,17,1,3.9,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Daniel,Ballard,17,2,4.6,116,2,2,6,2144,-0.5,121.5,35,0,9,2.4,4.0,2.46,0.63
Trai,Hume,17,2,4.5,110,2,1,9,3032,4.2,120.9,42,0,6,0.3,2.9,2.27,2.05
Aji,Alese,17,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Joe,Anderson,17,2,3.8,0,0,0,0,0,0.0,0.0,0,0,0,0.3,0.0,0.00,0.00
Dennis,Cirkin,17,2,4.0,14,0,0,1,319,0.0,7.5,2,0,0,0.0,1.8,0.08,0.02
Leo Fuhr,Hjelde,17,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Niall,Huggins,17,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Zak,Johnson,17,2,3.8,0,0,0,0,0,0.0,0.0,0,0,0,0.2,0.0,0.00,0.00
Luke,O'Nien,17,2,4.0,26,0,1,2,565,2.5,17.1,7,0,1,0.1,2.2,0.15,0.13
Timothée,Pembélé,17,2,3.9,0,0,0,0,0,0.0,0.0,0,0,0,0.3,0.0,0.00,0.00
Reinildo,Mandava,17,2,3.8,74,0,2,6,1966,3.5,54.7,27,0,6,3.0,3.0,0.13,0.62
Jenson,Seelt,17,2,4.0,2,0,0,0,133,0.0,3.6,2,0,0,0.1,1.0,0.00,0.01
Simon,Adingra,17,3,4.9,34,1,1,4,649,0.0,27.0,8,0,3,0.3,2.4,0.35,0.62
Habib,Diarra,17,3,5.3,65,2,6,5,1403,1.2,53.9,19,0,3,0.1,3.2,3.27,0.85
Patrick,Roberts,17,3,5.4,1,0,0,0,27,0.0,1.4,1,0,0,0.0,1.0,0.03,0.02
Milan,Aleksić,17,3,4.9,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Enzo,Le Fée,17,3,4.8,147,5,6,10,2930,6.2,186.9,43,0,16,1.6,4.1,5.22,5.95
Romaine,Mundle,17,3,4.9,14,0,0,0,399,0.0,12.7,11,0,0,0.0,1.0,0.87,0.48
Dan,Neil,17,3,4.8,3,0,0,0,13,0.0,0.4,0,0,0,0.0,1.0,0.00,0.00
Ian,Poveda-Ocampo,17,3,4.7,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Chris,Rigg,17,3,4.7,36,1,1,3,758,1.2,36.0,11,0,1,0.1,2.0,0.86,0.93
Noah,Sadiki,17,3,4.9,80,0,2,9,2891,2.5,84.6,42,0,0,0.1,2.4,1.43,1.46
Chemsdine,Talbi,17,3,4.9,83,4,2,7,1553,1.5,69.1,14,0,6,0.2,3.0,2.13,1.18
Abdoullah,Ba,17,3,4.3,0,0,0,0,0,0.0,0.0,0,0,0,0.3,0.0,0.00,0.00
Alan,Browne,17,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Pierre,Ekwah Elimby,17,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Harrison,Jones,17,3,4.3,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Jay,Matete,17,3,4.3,0,0,0,0,0,0.0,0.0,0,0,0,0.2,0.0,0.00,0.00
Nectarios,Triantis,17,3,4.4,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Wilson,Isidor,17,4,5.0,74,6,1,4,1148,1.8,71.5,17,0,7,1.3,2.3,4.70,0.38
Eliezer,Mayenda Dossou,17,4,5.1,40,2,0,3,751,0.2,35.5,9,0,5,0.5,2.0,2.13,0.22
Ahmed,Abdullahi,17,4,4.2,0,0,0,0,0,0.0,0.0,0,0,0,0.4,0.0,0.00,0.00
Luís Hemir,Silva Semedo,17,4,4.4,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Nazarii,Rusyn,17,4,4.4,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Granit,Xhaka,17,3,5.1,124,1,6,9,2901,4.2,138.1,39,0,8,3.2,3.6,1.01,3.73
Robin,Roefs,17,1,4.8,136,0,0,10,3150,3.5,93.1,46,109,12,8.0,3.9,0.00,0.10
Arthur,Masuaku,17,2,3.9,1,0,0,0,125,0.0,4.9,2,0,0,0.5,0.3,0.07,0.08
Omar,Alderete,17,2,4.1,125,1,1,10,2797,3.2,117.0,40,0,5,4.9,3.8,1.62,0.91
Nordi,Mukiele,17,2,4.6,151,3,5,9,2784,5.8,132.9,40,0,11,8.7,4.7,1.62,2.65
Lutsharel,Geertruida,17,2,4.5,55,0,0,3,1681,2.2,51.2,23,0,0,0.1,2.0,0.79,0.85
Brian,Brobbey,17,4,5.3,92,7,2,6,1920,3.8,106.7,30,0,12,0.9,3.0,6.02,0.67
Bertrand,Traoré,17,3,5.5,30,1,1,3,634,0.0,35.9,9,0,1,0.0,2.5,0.48,0.25
Jenson,Jones,17,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Tymur,Tutierov,17,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Djiamgone Jocelin Ta,Bi,17,3,4.9,1,0,0,0,38,0.0,1.0,0,0,0,0.0,1.0,0.00,0.04
Melker,Ellborg,17,1,4.0,16,0,0,1,270,0.0,7.4,2,10,3,0.1,5.3,0.00,0.02
Nilson,Angulo,17,3,5.0,13,0,0,1,401,1.0,17.8,6,0,0,0.0,1.6,0.77,0.12
Jack,Whittaker,17,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Jaydon,Jones,17,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Guglielmo,Vicario,18,1,4.7,90,0,0,7,2790,0.0,72.2,50,83,6,4.7,2.9,0.00,0.04
Brandon,Austin,18,1,3.9,0,0,0,0,0,0.0,0.0,0,0,0,0.3,0.0,0.00,0.00
Antonín,Kinský,18,1,3.9,20,0,0,2,630,2.8,10.3,7,10,0,1.9,2.9,0.00,0.00
Pedro,Porro Sauceda,18,2,5.2,117,1,3,9,2793,3.8,177.5,40,0,8,11.7,3.4,1.05,4.37
Cristian,Romero,18,2,5.0,91,4,1,5,1869,0.0,93.2,33,0,10,2.9,4.0,1.39,1.25
Kevin,Danso,18,2,4.2,63,0,0,4,1489,4.2,55.5,25,0,1,0.2,2.6,0.62,0.28
Ben,Davies,18,2,4.3,10,1,0,0,136,0.0,14.2,3,0,1,0.1,3.3,0.49,0.07
Radu,Drăgușin,18,2,4.5,17,0,0,0,515,0.2,16.1,13,0,0,0.0,1.7,0.31,0.01
Djed,Spence,18,2,4.1,78,0,0,9,2049,2.2,70.5,31,0,3,0.9,2.6,0.90,1.77
Destiny,Udogie,18,2,4.3,29,0,1,1,1335,2.8,49.8,25,0,1,0.3,1.4,0.18,0.72
Micky,van de Ven,18,2,4.4,116,4,1,9,3041,2.5,99.6,50,0,10,17.6,3.3,2.82,0.38
Ashley,Phillips,18,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Takai,Kōta,18,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Luka,Vušković,18,2,3.9,0,0,0,0,0,0.0,0.0,0,0,0,0.3,0.0,0.00,0.00
Son,Heung-min,18,3,8.5,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
James,Maddison,18,3,6.8,3,0,0,0,34,0.8,2.8,0,0,0,0.3,1.0,0.21,0.06
Mohammed,Kudus,18,3,6.4,75,2,6,7,1535,0.0,104.7,20,0,7,9.1,3.9,1.92,2.41
Dejan,Kulusevski,18,3,6.4,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Mathys,Tel,18,3,6.2,78,4,2,3,1334,4.8,107.6,23,0,7,0.5,2.5,2.47,2.43
Rodrigo,Bentancur,18,3,5.2,86,1,1,8,1880,3.5,67.4,25,0,4,0.2,3.3,0.72,0.84
Lucas,Bergvall,18,3,5.2,49,1,3,3,955,0.5,41.5,18,0,0,0.2,2.1,1.23,0.43
Yves,Bissouma,18,3,5.2,17,0,0,1,600,0.2,13.7,17,0,0,0.0,1.5,0.36,0.10
Wilson,Odobert,18,3,5.3,46,0,2,2,972,0.0,67.6,13,0,6,0.0,1.9,1.92,1.21
Manor,Solomon,18,3,5.4,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Bryan,Gil Salvatierra,18,3,4.9,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Archie,Gray,18,3,4.8,61,2,2,5,1471,0.2,55.5,28,0,6,0.1,2.5,1.50,1.29
Mikey,Moore,18,3,5.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Pape Matar,Sarr,18,3,4.5,71,2,4,3,1388,1.2,68.2,23,0,2,1.0,2.7,1.63,1.11
Yang,Min-hyeok,18,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Callum,Olusesi,18,3,4.3,1,0,0,0,14,0.0,0.2,0,0,0,0.2,1.0,0.00,0.01
Dominic,Solanke-Mitchell,18,4,7.1,40,3,0,0,997,0.0,62.7,21,0,4,1.1,2.7,2.97,0.34
Richarlison,de Andrade,18,4,6.5,119,11,4,7,1954,5.0,165.2,27,0,17,8.7,3.7,8.64,1.46
Will,Lankshear,18,4,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Dane,Scarlett,18,4,4.3,2,0,0,0,7,0.0,0.7,0,0,0,0.5,1.0,0.00,0.01
João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,18,3,5.5,126,5,3,5,2192,5.2,108.3,37,0,17,0.9,3.8,2.72,0.65
Xavi,Simons,18,3,6.3,80,2,5,4,1747,0.0,113.9,36,0,7,1.1,2.9,3.06,3.85
Randal,Kolo Muani,18,4,6.9,52,1,1,4,1655,1.5,71.0,31,0,1,0.4,1.7,2.07,1.63
Jun'ai,Byfield,18,2,4.0,1,0,0,0,1,0.0,0.1,0,0,0,0.0,1.0,0.00,0.00
James,Rowswell,18,2,4.0,1,0,0,0,1,0.0,0.0,0,0,0,0.0,1.0,0.00,0.00
Yusuf,Akhamrich,18,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Lucá,Williams-Barnett,18,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Conor,Gallagher,18,3,5.0,44,1,1,2,1183,4.0,55.1,23,0,3,0.2,2.8,1.23,0.70
João Victor,de Souza Menezes,18,2,4.0,3,0,0,0,142,0.0,6.2,3,0,0,0.0,0.8,0.02,0.03
Rio,Kyerematen,18,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
James,Wilson,18,4,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Adama,Traoré Diarra,19,3,5.1,25,0,0,0,376,0.2,17.2,12,0,0,0.1,1.0,0.69,0.57
Alphonse,Areola,19,1,4.2,51,0,1,0,1800,0.0,57.9,37,77,2,1.9,2.5,0.00,0.00
Wes,Foderingham,19,1,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.2,0.0,0.00,0.00
Krisztián,Hegyi,19,1,3.9,0,0,0,0,0,0.0,0.0,0,0,0,0.2,0.0,0.00,0.00
El Hadji Malick,Diouf,19,2,4.1,104,0,6,9,2706,2.2,119.8,47,0,3,2.4,3.2,0.57,2.51
Emerson,Palmieri dos Santos,19,2,4.4,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Maximilian,Kilman,19,2,4.0,36,0,0,1,1559,0.0,50.9,37,0,0,0.1,1.7,0.56,0.25
Konstantinos,Mavropanos,19,2,4.5,122,3,0,6,2532,3.5,113.8,44,0,5,2.6,3.9,2.47,0.70
Nayef,Aguerd,19,2,4.4,3,0,0,0,180,0.0,5.1,8,0,0,0.0,1.5,0.10,0.03
Ollie,Scarles,19,2,4.3,21,0,1,0,656,0.0,24.6,16,0,0,0.0,1.6,0.18,0.32
Jean-Clair,Todibo,19,2,4.3,46,0,1,1,1817,0.2,47.7,37,0,1,0.1,2.0,0.25,0.32
Aaron,Wan-Bissaka,19,2,4.1,67,0,3,3,2080,1.0,77.2,43,0,0,4.3,2.7,0.00,1.00
Kaelan,Casey,19,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Lucas,Tolentino Coelho de Lima,19,3,5.9,69,4,2,3,1513,0.0,95.7,33,0,8,1.0,3.8,2.85,2.00
Tomáš,Souček,19,3,5.7,103,5,2,7,2190,2.0,120.4,43,0,9,0.5,2.9,5.73,0.52
Crysencio,Summerville,19,3,5.4,110,5,4,8,2470,2.5,145.0,42,0,10,1.6,3.5,5.43,3.35
Edson,Álvarez Velázquez,19,3,4.9,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Maxwel,Cornet,19,3,4.9,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Guido,Rodríguez,19,3,4.8,8,0,0,1,175,0.0,1.7,2,0,0,0.0,1.3,0.03,0.04
Luis Guilherme,Lira dos Santos,19,3,4.9,5,0,0,0,121,0.0,2.5,2,0,0,0.0,1.0,0.07,0.03
George,Earthy,19,3,4.5,1,0,0,0,8,0.0,0.4,1,0,0,0.0,1.0,0.00,0.01
Andy,Irving,19,3,4.3,9,0,0,0,156,0.0,8.6,4,0,0,0.2,1.3,0.00,0.17
Lewis,Orford,19,3,4.4,0,0,0,0,0,0.0,0.0,0,0,0,0.1,0.0,0.00,0.00
Freddie,Potts,19,3,4.3,37,0,1,1,1162,0.0,37.1,25,0,0,0.5,1.7,0.21,1.06
Jarrod,Bowen,19,4,7.8,187,9,13,8,3406,4.5,238.9,63,0,28,17.5,4.9,7.22,5.21
Niclas,Füllkrug,19,4,5.6,12,0,0,1,407,0.0,23.8,11,0,0,0.6,1.5,0.93,0.21
Callum,Marshall,19,4,4.3,2,0,0,0,58,0.0,0.8,2,0,0,0.5,1.0,0.13,0.00
Kyle,Walker-Peters,19,2,4.2,53,1,0,4,1378,1.8,49.8,25,0,0,0.3,2.3,1.13,0.37
Callum,Wilson,19,4,5.8,80,7,2,1,1234,2.2,91.1,24,0,7,0.6,2.5,7.60,0.54
Mads,Hermansen,19,1,4.2,76,0,1,7,1620,4.0,44.2,28,55,8,1.0,4.2,0.00,0.01
Mateus Gonçalo,Espanha Fernandes,19,3,5.5,135,3,4,8,3017,4.8,146.3,50,0,7,0.6,3.8,1.99,2.96
Soungoutou,Magassa,19,3,5.0,42,1,0,2,971,0.2,31.0,23,0,2,0.0,1.9,0.44,0.32
Lukasz,Fabianski,19,1,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Ezra,Mayers,19,2,4.0,6,0,0,0,113,0.0,6.6,3,0,0,0.0,1.0,0.12,0.49
Airidas,Golambeckis,19,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Mohamadou,Kanté,19,3,4.5,9,0,0,0,67,0.2,4.0,1,0,0,0.0,0.8,0.07,0.04
Pablo Felipe,Pereira de Jesus,19,4,5.4,26,0,1,3,819,1.2,41.3,12,0,0,0.0,1.9,1.05,1.11
Valentín,Castellanos,19,4,5.5,61,6,1,9,1384,4.0,103.9,16,0,5,0.3,3.4,5.75,0.81
Keiber,Lamadrid,19,3,5.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Axel,Disasi,19,2,4.5,49,0,0,6,1254,2.5,32.4,17,0,1,0.2,3.5,1.10,0.03
Finlay,Herrick,19,1,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Sam,Johnstone,20,1,4.4,21,0,0,0,1080,0.0,30.8,24,39,0,0.1,1.8,0.00,0.02
José,Malheiro de Sá,20,1,4.2,68,0,0,4,2070,2.2,52.8,37,65,8,1.1,3.0,0.00,0.04
Daniel,Bentley,20,1,3.9,6,0,0,0,270,1.0,6.5,7,7,0,0.5,2.0,0.00,0.00
Emmanuel,Agbadou,20,2,4.2,23,0,0,0,1100,0.0,46.4,29,0,0,0.1,1.6,0.57,0.40
Matt,Doherty,20,2,4.4,14,0,0,1,786,0.0,20.5,15,0,0,0.1,1.3,0.09,0.19
Hugo,Bueno López,20,2,4.3,83,1,3,4,2359,1.8,140.4,44,0,4,0.2,2.4,0.86,3.49
Yerson,Mosquera Valdelamar,20,2,4.3,61,0,0,4,2137,2.5,83.5,40,0,3,0.1,2.3,2.51,0.62
Rodrigo,Martins Gomes,20,2,4.4,48,3,0,1,954,1.5,48.2,18,0,0,0.1,2.2,2.13,0.39
Santiago,Ignacio Bueno,20,2,4.4,92,3,2,4,2552,3.8,100.0,47,0,4,0.2,3.2,2.28,1.45
Toti,Gomes,20,2,4.2,41,0,0,1,1423,2.0,51.7,33,0,0,0.1,2.2,0.53,0.29
Ki-Jana,Hoever,20,2,3.8,10,0,0,0,423,0.0,20.3,13,0,0,0.8,1.2,0.02,0.36
Bastien,Meupiyou Menadjou,20,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Pedro,Cardoso de Lima,20,2,4.0,10,0,0,0,257,1.0,12.3,6,0,0,0.4,1.1,0.35,0.37
Alfie,Pond,20,2,3.9,0,0,0,0,0,0.0,0.0,0,0,0,0.9,0.0,0.00,0.00
Hwang,Hee-chan,20,3,5.6,54,2,2,2,1439,1.8,53.4,29,0,0,0.1,2.1,2.37,1.57
André,Trindade da Costa Neto,20,3,5.2,96,1,0,2,2760,2.5,78.9,53,0,4,0.1,2.7,0.52,0.99
Jean-Ricner,Bellegarde,20,3,5.1,44,1,1,3,1239,0.5,54.6,30,0,0,0.0,1.7,1.04,1.06
Fer,López González,20,3,5.1,12,0,1,0,228,0.0,12.4,9,0,0,0.0,1.3,0.16,0.61
João Victor,Gomes da Silva,20,3,5.3,107,1,2,4,2829,2.0,102.0,56,0,6,0.3,3.1,1.29,2.09
Gonçalo Manuel,Ganchinho Guedes,20,3,5.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Marshall,Munetsi,20,3,5.3,38,1,2,0,872,0.0,42.1,19,0,1,0.0,2.9,1.64,0.38
Boubacar,Traoré,20,3,5.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Tawanda,Chirewa,20,3,4.3,2,0,0,0,25,0.0,0.4,0,0,0,0.2,1.0,0.00,0.00
Tom,Edozie,20,3,4.3,8,1,0,0,12,0.2,5.8,0,0,0,0.4,2.7,0.23,0.00
Enso,González Medina,20,3,4.3,0,0,0,0,0,0.0,0.0,0,0,0,1.2,0.0,0.00,0.00
Joe,Hodge,20,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Fábio,Soares Silva,20,4,4.9,0,0,0,0,0,0.0,0.0,0,0,0,0.2,0.0,0.00,0.00
Saša,Kalajdžić,20,4,4.9,1,0,0,0,14,0.0,0.7,0,0,0,0.0,1.0,0.00,0.01
Leon,Chiwome,20,4,4.4,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Nathan,Fraser,20,4,4.2,0,0,0,0,0,0.0,0.0,0,0,0,1.7,0.0,0.00,0.00
Jhon,Arias,20,3,4.9,45,1,0,2,1117,0.0,52.1,21,0,2,0.1,2.0,3.38,0.62
David,Møller Wolfe,20,2,4.2,35,0,2,1,1042,1.2,33.3,23,0,0,0.1,1.6,0.13,1.09
Jackson,Tchatchoua,20,2,4.4,52,0,1,3,1834,0.0,73.8,37,0,0,0.0,1.7,0.33,1.60
Ladislav,Krejcí,20,2,4.5,68,2,2,3,2356,2.0,96.6,46,0,1,0.1,2.4,2.23,1.49
Tolu,Arokodare,20,4,5.1,66,3,2,3,1402,1.2,98.2,28,0,4,0.1,2.0,5.49,0.39
Mateus,Mané,20,4,4.2,74,3,2,5,1787,4.2,109.5,30,0,9,1.4,2.7,2.01,3.69
Saheed,Olagunju,20,2,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Luke,Rawlings,20,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Temple,Ojinnaka,20,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Ethan,Sutherland,20,3,4.5,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Jerome,Abbey,20,3,4.5,1,0,0,0,16,0.2,0.3,0,0,0,0.0,1.0,0.00,0.00
Angel,Gomes,20,3,4.6,16,0,0,1,457,1.0,17.1,8,0,0,0.0,1.3,0.25,0.28
Adam,Armstrong,20,4,5.1,39,2,2,3,1141,3.2,41.9,20,0,1,0.1,2.8,2.77,0.85
Alfie,Brooks,20,1,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
Josh,Gracey,20,1,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.00,0.00
